,SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out,ArtistLower,SongLower
634,635,SOQXNQP12A8C134AD7,283002,Time Out Of Mind,AR5FP401187FB523C9,Bob Dylan,320.70485,3,0.121,94.161,4,0.604,Trying To Get To Heaven,1997,72c536dc-7137-4477-a521-567eeb840fa8,0.675384811998,0.633339908702,0.136,3,0.121,-14.089,1,0.346,309.899,bob dylan,trying to get to heaven
6137,6138,SOFLDUO12A8C137BC0,244426,Love Thing,ARS1DCR1187B9A4A56,Winston Reedy,235.78077,6,0.109,153.738,4,0.287,Daughter Of Zion,1997,0159799c-ef7f-4c37-a011-25b6572c0f62,0.433507626379,0.289902931609,0.0,6,0.109,-8.754,0,0.268,224.165,winston reedy,daughter of zion
6136,6137,SOFUBUF12AC3DF98FF,594792,Radio Hits 2,ARWSMC91187B9AD369,Helen Love,145.78893,11,0.633,156.074,4,0.126,Bubblegum,1997,eda80ec9-730c-41d2-a2f2-6bf1140126f7,0.581884358891,0.34700692093,0.253,11,0.633,-8.871,1,0.567,139.993,helen love,bubblegum
8689,8690,SORGBTR12A8C1396FA,259453,Danzon-Son,AR91BST1187B98F9A8,Orquesta America,353.69751,5,0.443,110.326,4,0.11,Boda de Oro,1997,caeb0a99-1b2b-4912-a9b2-e1db99fa67ce,0.394428771407,0.299558175898,0.321,5,0.443,-11.711,1,0.489,347.997,orquesta america,boda de oro
6695,6696,SOOHXVM12A8C143BA5,376281,Country Cream Volume 1,ARG2UZ71187FB4FF5C,Porter Wagoner,152.34567,4,0.922,136.129,4,0.0,Angel Band,1997,942123a3-df28-463f-9f6e-202b69b8e253,0.592108229144,0.37206162812,0.0,4,0.922,-14.761,1,0.839,144.544,porter wagoner,angel band
6689,6690,SOJMWGR12A6701D0FD,14592,Love_ Peace & Nappiness,AROEL1B1187B988B90,Lost Boyz,250.27873,1,0.687,98.431,4,0.817,What's Wrong,1997,8b70d4d9-b3d3-4a99-8a95-96ee59f12140,0.569741152282,0.412240600536,0.0,1,0.687,-11.657,1,0.52,250.279,lost boyz,what's wrong
1726,1727,SOJHKYL12A6D4FA0AC,52141,Dark Days In Paradise,AR56P361187B9AC4DB,Gary Moore,345.93914,2,0.04,153.862,4,0.404,What Are We Here For,1997,a8806b5c-3ee0-4277-94d3-1a5427a7707c,0.761362238446,0.467110648585,0.416,2,0.04,-6.951,1,0.148,339.754,gary moore,what are we here for
8302,8303,SOBVTWE12AB01872C8,345918,Two In One - A Singin' Safari/Safari Swings Again,ARQQP3Z1187FB5707B,Bert Kaempfert,169.89995,8,0.561,139.186,4,0.992,Happy Safari,1997,9d0828bc-702d-4c89-b66f-4954958b8e11,0.541033426688,0.39950004592,0.194,8,0.561,-15.94,1,0.476,158.511,bert kaempfert,happy safari
5771,5772,SOLXWRL12AB01835AF,496005,Deep 2,ARM578G1187B989000,Far Too Jones,249.02485,9,0.879,127.267,1,0.462,Use Me,1997,80558d3c-659e-41e7-8ae9-b43ccf3b085d,0.417170427903,0.272729377624,0.461,9,0.879,-4.771,1,0.641,239.984,far too jones,use me
1521,1522,SOFXNQP12AB0184F1A,704183,The Equinox,AR9ODB41187FB459B2,Organized Konfusion,198.3473,11,0.306,175.769,4,0.7,Hate,1997,cd3f07e8-7047-418c-a325-d2028ee1b8a0,0.683719467913,0.412671630993,0.201,11,0.306,-8.709,0,0.22,182.184,organized konfusion,hate
4160,4161,SOMTQWW12A8C13F17C,216163,Best Of Buddy Miles,ARIIEQL1187FB5CE68,Buddy Miles,218.3571,7,0.394,94.57,5,0.362,Midnight Rider,1997,575ce447-e37e-4810-a4a2-c3a346455048,0.596349854327,0.418429597885,7.947,7,0.394,-9.978,1,0.781,202.832,buddy miles,midnight rider
9166,9167,SOGRTXS12AB017CCFC,543440,Astronauta Tupy,AR95CRV1187B9AFD6D,Pedro Luis e a Parede,229.45914,0,0.707,159.134,4,0.62,Soul,1997,c07ef5b7-9264-45d1-84bc-014950398d63,0.479848521551,0.361702379422,0.253,0,0.707,-6.032,1,0.616,226.923,pedro luis e a parede,soul
1109,1110,SOMQKIK12AB01824F5,513706,Ao Vivo Em Todos Os Sentidos,AR4EVIX1187B993DE9,Alceu Valença,162.84689,0,0.537,121.988,4,0.954,Na Primeira Manhã,1997,7a08d4fb-e5c1-4c39-a99b-1908ca2e83b4,0.544979447587,0.366713431626,0.0,0,0.537,-9.785,1,0.533,162.847,alceu valença,na primeira manhã
4221,4222,SODQUNS12AB0186868,462985,Songs For Girls To Sing,AR59C6A1187B9B2143,The Cat's Miaow,125.25669,4,0.941,146.909,4,0.0,Portland_ Oregon,1997,81a8b147-a44e-48a6-924a-e92719a72425,0.496593064607,0.351449540734,0.444,4,0.941,-13.386,1,0.674,119.931,the cat's miaow,portland_ oregon
3745,3746,SOFGKES12AB018930D,421961,Rue du temps,ARVEJ9M1187FB4DC44,Les Ogres De Barback,278.12526,7,0.681,209.384,3,1.0,Femme du guerrier,1997,a9a7819b-8c6a-4b9a-a3e9-cad0471963df,0.652367864188,0.437964733142,0.107,7,0.681,-10.032,0,0.687,247.229,les ogres de barback,femme du guerrier
1689,1690,SOFHBAR12A6701D0FE,14592,Love_ Peace & Nappiness,AROEL1B1187B988B90,Lost Boyz,269.7922,7,0.715,90.218,4,1.0,Certain Things We Do,1997,8b70d4d9-b3d3-4a99-8a95-96ee59f12140,0.569741152282,0.412240600536,0.218,7,0.715,-11.043,1,0.614,257.416,lost boyz,certain things we do
9456,9457,SOWDLGO12AB0182434,367177,Meet Me in the City,ARRM70G1187B9A7F64,Junior Kimbrough,294.76526,4,0.831,92.32,3,0.546,Lonesome Road,1997,7032cf8a-ca2e-48c4-bffe-a9a77e223bbb,0.683455700764,0.427122969886,2.305,4,0.831,-14.845,1,0.608,290.453,junior kimbrough,lonesome road
1706,1707,SOBZBAZ12A6D4F8742,59744,Willie Bobo's Finest Hour,AROUOZZ1187B9ABE51,Willie Bobo,168.25424,8,0.812,127.025,4,0.792,Spanish Grease,1997,dadec058-023e-498a-b1c7-776d03cc88ce,0.588827100502,0.37967112475,0.2,8,0.812,-9.616,1,0.736,161.89,willie bobo,spanish grease
1705,1706,SOGOSOV12AF72A285E,270281,Tibiri Tabara,ARGUVEV1187B98BA17,Sierra Maestra,313.12934,9,0.724,189.646,3,0.674,¿Dónde va Chichi?,1997,017f5df4-c30c-4799-95f7-997bd5b88df7,0.501544777104,0.392733675547,0.0,9,0.724,-9.512,1,0.364,307.688,sierra maestra,¿dónde va chichi?
5502,5503,SOTKJLB12A6D4F785A,21374,Dancing Drums,ARFQ7RR1187FB3CC0A,Badmarsh & Shri,497.13587,5,0.799,96.028,5,1.0,Dancing Drums,1997,6faf0844-7fe3-4021-9ffe-e0ecccd517ec,0.563421563097,0.402033856023,0.717,5,0.799,-9.507,1,0.81,478.894,badmarsh & shri,dancing drums
169,170,SOCAEYG12AB01849C0,559863,Carnival Of Chaos,ARO3SS31187FB3729C,GWAR,189.57016,1,0.431,169.237,4,0.0,Let's Blame The Lightman,1997,f7ccd53a-234c-4800-8d1b-21b201bad1de,0.687023631105,0.475085634411,0.496,1,0.431,-3.492,1,0.322,189.57,gwar,let's blame the lightman
8736,8737,SOQBXKB12AB018A727,672972,Sand And Water,ARU5CP31187FB44C3A,Beth Nielsen Chapman,220.05506,6,0.572,119.99,5,0.0,Fair Enough (LP Version),1997,10f55070-09fb-4ac8-b684-b70ca66b0055,0.495957128015,0.284126948989,0.346,6,0.572,-11.168,0,0.605,204.15,beth nielsen chapman,fair enough (lp version)
4096,4097,SOOUUUE12AB01878E1,517234,Sex Style,ARTL6FB1187FB4EAA7,Kool Keith,258.19383,6,0.585,90.902,4,0.774,Don't Crush It,1997,4939695e-1f38-496f-978f-4ebf9ef13e9d,0.639614201178,0.464550280679,0.0,6,0.585,-6.062,0,0.549,245.476,kool keith,don't crush it
1149,1150,SOFNSNQ12AB01833D2,653733,Positively Beale Street,ARUAKAN1187FB48204,Walter Trout,233.24689,7,0.654,166.411,4,0.81,Obstacles in My Way,1997,efddcf31-943b-49f0-aef1-cf5539d8048b,0.589995161887,0.307711679086,0.148,7,0.654,-8.392,1,0.537,217.594,walter trout,obstacles in my way
1188,1189,SONHYZF12AB0186F67,713439,Most Wanted & Mad,AR6PMJQ1187B9B9655,3 Steps Ahead,45.50485,9,0.523,74.551,1,0.0,My Mind Is Gone,1997,ef943908-5368-4e2c-8a3f-a0987308241e,0.500528353444,0.401354215123,0.0,9,0.523,-16.459,0,0.497,45.505,3 steps ahead,my mind is gone
2656,2657,SOHMVLQ12A8C14202E,174682,Jazz Gillum Vol. 1 1936-1938,ARW4AGO1187FB4F107,Jazz Gillum,165.85098,9,0.897,107.669,1,0.08,You're Laughing Now,1997,a32c74a4-4774-4b60-be49-341665450d46,0.362800141681,0.282286405633,0.409,9,0.897,-16.855,1,0.671,155.713,jazz gillum,you're laughing now
2746,2747,SOCHVST12AB017CD1D,543440,Astronauta Tupy,AR95CRV1187B9AFD6D,Pedro Luis e a Parede,151.92771,7,0.821,92.065,1,0.0,In The Rain,1997,c07ef5b7-9264-45d1-84bc-014950398d63,0.479848521551,0.361702379422,0.0,7,0.821,-15.508,1,0.738,138.966,pedro luis e a parede,in the rain
9127,9128,SOLHRQM12A6D4F6CCF,26253,Angels Fall First,AR74Q3R1187B9B24C3,Nightwish,153.44281,4,0.994,131.248,4,0.066,Lappi Pt IV Etiäinen,1997,00a9f935-ba93-4fc8-a33a-993abe9c936b,0.801989215969,0.580345271378,0.0,4,0.994,-9.326,0,0.747,149.362,nightwish,lappi pt iv etiäinen
4055,4056,SOEXZJD12AB0182FC1,356763,The Original Blues,AR56UY11187FB46D49,Lightnin' Slim,177.68444,7,0.864,94.721,3,1.0,My Babe,1997,b3ee178f-e114-49d4-8013-c962d8f3d33b,0.429235343528,0.322988162527,0.517,7,0.864,-16.554,1,0.913,170.672,lightnin' slim,my babe
9800,9801,SOLHEQX12A8C135403,290264,The Remixes,ARKSZW81187B9B695D,Mariah Carey Featuring Da Brat & JD,314.122,4,0.189,95.138,4,0.214,Honey,1997,494e8d09-f85b-4543-892f-a5096aed1cd4,0.934935267398,0.787005468689,2.241,4,0.189,-10.728,1,0.292,308.413,mariah carey featuring da brat & jd,honey
6623,6624,SOJTMTU12A81C208E7,553081,Eternal Dance II,AR4MCB01187B98BF5C,Atman,394.86649,6,0.011,125.374,5,0.711,Govinda,1997,be4aed5d-28d5-423a-a229-cb812cbe0167,0.526077280017,0.374560252927,5.108,6,0.011,-8.595,1,0.347,390.026,atman,govinda
2771,2772,SOLTLEZ12AB01886B3,666515,Classic Tracks,ARIFGKC1187B9B04D5,Dean Martin,134.94812,5,0.422,63.16,3,0.772,Pennies From Heaven,1997,5e6c760b-42e0-4df4-a221-0269355da00a,0.708439813809,0.623970265514,0.311,5,0.422,-13.296,0,0.44,130.392,dean martin,pennies from heaven
1084,1085,SOTAEHU12A8AE47888,234073,Classical Katz,ARBE5BJ1187B98BCFD,The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,218.48771,0,0.741,67.452,4,0.333,September Song,1997,9b1236b0-f3d7-4b64-88d3-43dff9bfff5a,0.410082039862,0.278865040501,0.329,0,0.741,-23.596,0,0.471,203.146,the chico hamilton quintet with fred katz_ paul horn_ john pisano_ carson smith,september song
1106,1107,SOAGEUK12A8C137581,369221,Songs For You,ARPAL0H1187B990A8E,Nana Mouskouri,175.12444,2,0.658,137.476,4,0.0,Only You,1997,09b8609a-ca39-4f34-a2f6-5b81afc2c32d,0.588237861996,0.387186147135,0.398,2,0.658,-11.778,1,0.685,166.29,nana mouskouri,only you
3995,3996,SOKUJAQ12A8AE46C1B,234871,Wild & Wicked,ARSPQ0H1187B999944,Eric Burdon,318.37995,2,0.695,86.833,3,1.0,Ghetto Child,1997,70ac2314-d7d8-4435-b56c-9bad9a516642,0.601069052215,0.359185992752,0.479,2,0.695,-11.164,1,0.328,305.337,eric burdon,ghetto child
4027,4028,SOLPNHG12A8AE47934,138239,Adrenaline Rush,ARSE5NP1187B9B98AB,Twista,368.03873,1,0.847,120.389,4,0.62,It Feels So Good (Album Version),1997,0bc858a1-3573-4216-9423-c96dd8c72919,0.889613554744,0.593808365175,0.0,1,0.847,-6.828,0,0.728,368.039,twista,it feels so good (album version)
2702,2703,SOMLUAZ12A8C133A5F,146087,Shall We Salsa,AR12MUW1187B9A5DF4,Ricardo Lemvo,292.12689,5,0.685,175.43,4,0.864,Yiri Yiri Bon,1997,96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47,0.42484947502,0.284688955308,0.102,5,0.685,-8.491,0,0.894,284.909,ricardo lemvo,yiri yiri bon
716,717,SOSYUIY12AB0189FC2,601830,Rage and Fury,ARHD3RX1187FB3A7DA,Steel Pulse,262.47791,1,0.087,156.084,4,0.984,Role Model,1997,37367b2f-69e4-4df2-9e64-75ca6204764b,0.698452538946,0.502974636418,0.177,1,0.087,-6.53,0,0.525,256.279,steel pulse,role model
6292,6293,SOBFZMO12A8C13ECC3,239559,My Kantele,ARV8T9T1187B99F3F4,Amorphis,280.97261,0,0.425,131.191,4,0.0,And I Hear You Call,1997,efaefde1-e09b-4d49-9d8e-b1304d2ece8d,0.709010525103,0.553566172071,0.0,0,0.425,-4.167,1,0.549,272.167,amorphis,and i hear you call
3802,3803,SOWRMRV12A8C13E406,303735,Crazy Nights,ARJ6GR01187B98D64D,Lonestar,245.7073,9,0.561,92.025,3,0.0,Amie,1997,6930354c-c8fb-4b5b-8835-02132483680c,0.753475620346,0.529915121495,0.303,9,0.561,-7.786,1,0.445,230.586,lonestar,amie
7049,7050,SOBEZJB12A6D4FBA4A,57342,Tiger Walk,AR7BMMV1187FB5B2D7,Robben Ford,312.92036,2,0.409,114.681,3,1.0,The Champ,1997,9c17c956-de06-4463-9a87-234652c306dc,0.604820431918,0.383877493634,0.45,2,0.409,-9.925,0,0.655,294.278,robben ford,the champ
5544,5545,SOOTDEC12A6701D0FF,14592,Love_ Peace & Nappiness,AROEL1B1187B988B90,Lost Boyz,243.53914,9,0.165,93.174,4,0.816,Get Your Hustle On,1997,8b70d4d9-b3d3-4a99-8a95-96ee59f12140,0.569741152282,0.412240600536,0.259,9,0.165,-9.725,1,0.406,235.915,lost boyz,get your hustle on
9769,9770,SOBCBQB12A8AE47374,279851,Looking Back,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,157.20444,0,0.641,131.198,1,0.173,Looking Back,1997,4756395c-57ed-4a63-afb2-01117f14dff6,0.626803106327,0.405234690787,2.682,0,0.641,-13.454,1,0.607,147.557,john mayall & the bluesbreakers,looking back
5704,5705,SOCCQAW12A6701DB28,12891,Best Of Arturo Sandoval,ARNITNO1187FB555D3,Arturo Sandoval,238.28853,2,0.873,138.732,5,0.86,Luna de miel en Guama,1997,c5cda118-797f-4124-aef2-f1ada89d3408,0.561464646411,0.423527584809,2.165,2,0.873,-11.4,1,0.73,228.258,arturo sandoval,luna de miel en guama
5589,5590,SOJWGEI12A8C13CA8F,104642,Do Or Die,ARD2NDU1187B99B615,Dropkick Murphys,229.51138,9,0.909,168.21,4,0.621,Skinhead on the MBTA (Album Version),1997,e8374874-4178-4869-b92e-fef6bf30dc04,0.793094370082,0.568491815445,0.137,9,0.909,-3.918,1,0.396,223.556,dropkick murphys,skinhead on the mbta (album version)
10,11,SOHODRU12A81C230CE,230859,About Time,AR22KZ51187B9A0A31,Five Fingers of Funk,1400.37179,0,0.124,0.0,0,0.0,Genuine,1998,48991947-18af-4327-9e4c-c8e8e7c113c3,0.383073611764,0.0,0.146,0,0.124,-8.792,1,0.256,1389.25,five fingers of funk,genuine
38,39,SOTESSB12AB017F56D,327478,Steady On,ARGNLJL1187B9AB503,Point Of Grace,294.08608,6,0.535,125.95,4,0.681,Amazing (LP Version),1998,0b68034d-215d-48db-b671-edf76739d637,0.673325231272,0.53710628392,0.0,6,0.535,-6.477,0,0.647,285.838,point of grace,amazing (lp version)
5670,5671,SOBJIKU12A8C13ECD6,686666,La legge dei gangsters,AR8TCLH1187B9A85E4,Piero Umiliani,234.57914,5,0.002,42.106,4,0.0,Apertura in jazz,1998,806b793c-fb2c-401e-be44-f753c0ea2f15,0.588811880817,0.382545794601,0.223,5,0.002,-14.206,1,0.285,220.77,piero umiliani,apertura in jazz
1580,1581,SODJUNF12A8C13337F,282150,Boo-Tay,ARRA2F91187B9B4061,Bare Jr.,254.79791,10,0.647,107.529,3,1.0,Naked Albino,1998,7463fbd2-60fb-471a-a5cd-d42b75d72dad,0.539380590211,0.360583582152,0.0,10,0.647,-7.309,1,0.54,236.141,bare jr.,naked albino
9468,9469,SOYJNHO12AB01856DC,346208,20 Años,ARAMIDF1187FB3D8D4,Alejandro Lerner,267.31057,5,0.316,128.48,1,0.452,Todo A Pulmón,1998,aae1ec8e-ecd9-44ef-aca8-b5f44579ecce,0.556750823055,0.361587941532,0.0,5,0.316,-11.947,1,0.49,258.659,alejandro lerner,todo a pulmón
1773,1774,SOLBIIE12AB0184DFC,558289,Venus Envy,AR1GYND1187B9A9CD3,Diesel Boy,124.15955,11,0.724,133.729,1,0.046,Cooler Than You,1998,044cb251-d596-40e2-a4a8-6b2943af05c9,0.567814264001,0.376688631022,0.38,11,0.724,-4.793,1,0.583,122.015,diesel boy,cooler than you
7077,7078,SOWKPHR12A6D4FAC63,733984,Ill-natured Spiritual Invasion,AR2EBRG1187B9B07C8,Old Man's Child,317.12608,7,0.394,95.138,1,0.0,Towards Eternity,1998,02fc3032-e491-46b8-8742-9859e4906dcc,0.635483455074,0.428441940289,0.908,7,0.394,-6.748,1,0.394,314.63,old man's child,towards eternity
5411,5412,SOAPZIG12A6D4F7920,25202,Cosas Del Amor,ARDCFNZ1187FB3DDB0,Enrique Iglesias,229.0673,0,0.667,101.43,4,0.415,Dicen Por Ahi,1998,35f866dc-c061-48ba-8157-cf2e0eac4857,0.827357260054,0.752927890401,0.409,0,0.667,-6.947,1,0.799,219.208,enrique iglesias,dicen por ahi
5436,5437,SOJGYPA12A8AE46C32,280982,Rivers Of Joy,ARG274E1187FB4BCA8,Russ Taff,343.37914,2,0.452,124.343,4,0.645,We Will Stand,1998,69832a1b-9006-4c4e-ae7d-e2b931c37ba8,0.482615301463,0.36211600622,0.0,2,0.452,-9.193,1,0.696,343.379,russ taff,we will stand
8171,8172,SOGRSAV12A6701FBBD,14297,The Slim Shady LP,ARTH9041187FB43E1F,Eminem,242.62485,1,0.315,90.18,4,0.93,Just Don't Give A Fuck,1998,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,0.871010615313,0.879236744738,0.0,1,0.315,-2.198,1,0.403,236.495,eminem,just don't give a fuck
5451,5452,SORUVQF12AB017D220,539301,I Surrender All,ARC2HVM1187B98CE05,Clay Crosse,286.74567,2,0.446,134.864,4,0.53,I Surrender All,1998,7faf90ae-4427-4be4-8f67-1278ef8c552f,0.565604752471,0.414011294632,2.444,2,0.446,-7.997,1,0.524,274.309,clay crosse,i surrender all
5483,5484,SORYKAR12A8C13048C,240350,Serenity,ARMSW7X1187FB5B504,Dave Eggar,224.73098,4,0.35,117.298,5,1.0,Dream Of Ice,1998,fe44e194-1933-4ee8-a54a-5b92b21dc7a2,0.450361260877,0.267757495381,0.409,4,0.35,-29.084,1,0.603,197.939,dave eggar,dream of ice
264,265,SOVMKKT12A58A7F0CC,809,100% Colombian,ARCLFWR1187B9AE7B2,Fun Lovin' Criminals,205.66159,2,0.021,94.082,4,0.954,Love Unlimited (Explicit),1998,1b15e90d-910c-4be4-99cb-463772a6430f,0.683206040048,0.484876718954,0.734,2,0.021,-7.119,1,0.38,189.266,fun lovin' criminals,love unlimited (explicit)
5250,5251,SOIPALY12A8C134921,93092,Frankenstein Love,AR6CLFP1187B9ACB94,Daniel Johnston,115.35628,9,0.232,158.304,7,0.627,Come To Me Tonight,1998,8a7ca8b0-d23c-4eff-8fe9-6220ba5c9c76,0.713322146547,0.473613189375,0.073,9,0.232,-11.092,1,0.296,109.714,daniel johnston,come to me tonight
8325,8326,SOPZFGB12A8C1343E0,286929,Cocoon Crash,ARMSL551187FB3F4B0,K's Choice,144.14322,5,1.0,103.801,4,0.963,20.000 Seconds,1998,9bd1e632-b17b-4842-b520-ddfce3b538b9,0.640757317218,0.451219236891,0.2,5,1.0,-15.284,1,0.837,132.609,k's choice,20.000 seconds
8321,8322,SOGPEMQ12A67020412,8567,It's Dark And Hell Is Hot,ARTE9CG1187B99B1AF,DMX,230.50404,10,0.388,95.752,4,1.0,Look Thru My Eyes,1998,f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8,0.822316235979,0.50881319501,0.0,10,0.388,-8.668,0,0.427,211.603,dmx,look thru my eyes
5380,5381,SOILVGP12A8C1367CE,293523,The Colours Of Christmas,AR32PK91187FB4D6E2,Philip Bailey,210.93832,7,0.871,160.313,4,0.915,Silent Night,1998,f4b25300-be93-49bc-9d44-15f9de480f50,0.51326447604,0.334072668817,0.252,7,0.871,-14.064,1,0.665,204.359,philip bailey,silent night
5183,5184,SORFQCM12AC3DF9530,730657,Herrelaus,AR280881187B98BA28,YGGDRASIL,190.69342,11,0.281,132.261,1,0.295,Nordfjorloftet,1998,f3167bb9-225b-49fe-b2e7-02a44107dbd1,0.522008232507,0.347098105121,0.345,11,0.281,-14.636,1,0.475,182.462,yggdrasil,nordfjorloftet
5251,5252,SONPFMD12AB017C1B3,573639,Donde Estan Los Ladrones,AR6PJ8R1187FB5AD70,Shakira,214.12526,0,0.342,139.95,4,0.0,Tú,1998,bf24ca37-25f4-4e34-9aec-460b94364cfc,0.83317856089,0.804219797447,0.253,0,0.342,-10.65,1,0.43,205.798,shakira,tú
1935,1936,SOREZNH12A8C1300AB,597320,Round Every Corner,AR7OCK81187B98D1F1,Debbie Davies,243.30404,9,0.045,125.05,4,0.413,Backseat Driver,1998,989d5fb7-b71e-4573-8cec-6bfacc9b131e,0.528835697897,0.343133497395,0.497,9,0.045,-5.981,1,0.388,237.981,debbie davies,backseat driver
348,349,SOJCBAM12A6701FD04,14421,Gran Turismo,AREHK7O1187B9ADDD7,The Cardigans,296.85506,3,0.0,145.271,4,0.735,Paralyzed,1998,3e55d51d-687f-4a9d-af96-2fabccf802e5,0.74987636719,0.528302262284,19.336,3,0.0,-6.966,1,0.0,290.482,the cardigans,paralyzed
5932,5933,SOMFSJZ12A8C13358D,284595,Deep Impact - Music from the Motion Picture,ARBM57Q1187B9AF97C,James Horner,269.7922,2,0.689,76.499,5,0.333,The President's Speech,1998,679ec43c-bc04-4bb0-b619-2da702a214ba,0.679519207793,0.491828704353,2.519,2,0.689,-36.835,0,0.797,247.13,james horner,the president's speech
5927,5928,SOVQWEN12A8C141BD9,8567,It's Dark And Hell Is Hot,ARTE9CG1187B99B1AF,DMX,222.09261,10,0.39,106.769,4,0.564,Damien,1998,f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8,0.822316235979,0.50881319501,0.0,10,0.39,-7.974,1,0.458,216.195,dmx,damien
4935,4936,SOSNTPX12A8C137371,155097,Vafalungo,AR0693R1187FB59D32,Dusminguet,168.69832,0,0.733,152.168,1,0.0,Disco Jonki,1998,783b9eec-e8d2-48b7-b41f-ba1a1d3e155f,0.546788716654,0.370828989973,0.293,0,0.733,-8.275,1,0.576,166.052,dusminguet,disco jonki
8479,8480,SOQRIGO12AB018A90E,774391,Live In San Francisco,ARNZ70R1187B9A4824,Joe Satriani,415.4771,4,0.66,98.428,3,0.134,House Full Of Bullets,1998,29762c82-bb92-4acd-b1fb-09cc4da250d2,0.705876401914,0.622208960129,2.682,4,0.66,-8.531,1,0.447,409.832,joe satriani,house full of bullets
4953,4954,SOOJILM12AB018AA47,756181,All Empires Fall,ARIF6IS1187B98FDEB,Primordial,425.19465,9,0.688,124.614,5,1.0,Journey's End,1998,eacf66a8-8ea0-41e4-879e-fcc61bcb03f0,0.751040126113,0.418193099976,0.0,9,0.688,-15.176,0,0.581,416.694,primordial,journey's end
5021,5022,SOVOXXJ12A6D4FB599,226849,Where Blue Begins,ARQ6DNW1187FB4DF1D,Deborah Coleman,230.60853,5,0.0,140.444,4,0.383,Nobody To Blame,1998,c617335d-9183-42e1-88a2-3fdbc42bc7a6,0.483074640191,0.33945731536,0.566,5,0.0,-5.046,1,0.0,224.386,deborah coleman,nobody to blame
7501,7502,SOKSFDI12AB017DBFF,337773,Novas Vos Trago,AR8KUS11187B98C991,Brigada Victor Jara,223.76444,7,0.583,119.901,5,0.669,Parto em terras distantes (2.ª versão),1998,050ce7ea-0935-430f-bcec-b83e702298eb,0.435915456622,0.358148518803,0.0,7,0.583,-9.674,1,0.556,216.781,brigada victor jara,parto em terras distantes (2.ª versão)
5053,5054,SOBVPQV12AB018353C,508635,De La Cabeza Con Bersuit Vergarabat,AR02YGA1187B9B8AC4,Bersuit Vergarabat,220.29016,7,0.334,148.412,4,0.234,Se Viene,1998,e90428f4-29ef-47b4-a081-75e415f51037,0.615504102642,0.439836358888,0.0,7,0.334,-3.935,1,0.592,220.29,bersuit vergarabat,se viene
4723,4724,SOOMYIJ12A8C133601,245380,Sacred Memories,ARCSZCY1187B991BA7,Cybertribe,387.97016,1,0.176,160.011,4,0.76,Cry Of The Earth,1998,6c4dab38-8799-43df-a651-ccc4c42bfa8e,0.52567756617,0.377685192493,0.392,1,0.176,-12.068,0,0.192,379.211,cybertribe,cry of the earth
4778,4779,SOMNYPH12AB017F456,590900,Eclipse,AREHCPX1187FB3C859,Walter Ego,535.45751,10,0.792,124.136,1,0.928,Purple Pygmies,1998,655ae431-f447-4663-85ac-872142278bb7,0.477528763,0.304880575737,0.0,10,0.792,-10.44,0,0.704,535.458,walter ego,purple pygmies
8110,8111,SODKGGR12A58A7DCB2,588902,Ants Remastered Boxset,AR7G5I41187FB4CE6C,Adam Ant,226.5073,0,0.258,82.048,4,0.569,Mohair Locker Room Pin-Up Boys,1998,e188a520-9cb7-4f73-a3d7-2f70c6538e92,0.630382334147,0.454231156571,0.117,0,0.258,-12.108,1,0.367,223.527,adam ant,mohair locker room pin-up boys
4816,4817,SOQTEHM12A8C1388E6,103148,Boom-Shack-A-Lack,ARB4ROA1187B9ACAEC,Junior Reid,326.00771,6,0.232,158.242,4,0.27,"Boom-Shack-A-Lack (12 Mmix / Bonus Tra)""",1998,065324d1-12c2-485f-955d-9eef408f92a6,0.622940427572,0.370962958111,0.194,6,0.232,-8.28,0,0.336,315.408,junior reid,"boom-shack-a-lack (12 mmix / bonus tra)"""
8498,8499,SOKKODJ12A58A7B73D,374738,Coração Bobo,AR4EVIX1187B993DE9,Alceu Valença,188.65587,11,0.616,157.111,3,0.698,Cintura Fina,1998,7a08d4fb-e5c1-4c39-a99b-1908ca2e83b4,0.544979447587,0.366713431626,0.16,11,0.616,-8.593,1,0.648,176.57,alceu valença,cintura fina
4682,4683,SODLTPJ12A67ADB230,69294,El Greco,ARMPRI31187FB4F7D9,Vangelis,408.00608,7,0.55,62.216,1,0.487,El Greco: Movement III,1998,57fca0e2-f9ad-4ae6-af9d-6a6f50cbcd5f,0.772871994592,0.473700501297,0.0,7,0.55,-20.42,1,0.67,371.839,vangelis,el greco: movement iii
