SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,mbID,Energy,ArtistFamiliarity,Hotness,end_of_fade_in,key,keyConfidence,Loudness,mode,mode_confidence,start_of_fade_out
7175,"SOSAUKQ12A8C13CEED",217177,"20 Suosikkia / Laula kanssain","ARPTC441187FB3AEBF",,"",,"Fredi",0.0,243.722,3,0.142,121.117,4,0.298,"Laula kanssain",1977,19f3bb89-1e24-4cda-97c2-d4a468f9aa20,0.0,0.411875463168,0.397640636793,3.303,3,0.142,-10.613,1,0.469,231.642
7176,"SOPFUID12AB018A8F9",471047,"Hey Joe","ARB1KC91187FB38B13",,"",,"Carl Smith",0.0,152.42404,2,0.724,113.726,4,1.0,"Loose Talk",1990,bc933822-d278-4388-ac7a-af8244e9f2b9,0.0,0.551502069088,0.351717751121,0.0,2,0.724,-26.045,1,0.707,145.775
7177,"SOBZGTU12AC3DFB6E8",741482,"Michael Clayton","ARSZIBW1187B994053",,"",,"James Newton Howard",0.0,108.35546,2,0.0,129.113,4,0.393,"U North",2007,f6580b26-77f7-4a7b-8513-6db0476e8f21,0.0,0.611381594879,0.445321878275,4.249,2,0.0,-30.893,1,0.0,96.015
7178,"SOBTGBJ12A8C1393AB",299613,"Love Songs","ARN0DMU1187FB5B63A",,"Philadelphia Pennsylvania",,"Daryl Hall & John Oates",0.0,299.49342,5,0.082,99.973,4,0.397,"Everything Your Heart Desires",1988,debabff3-2559-46e5-862d-ef2a906d7010,0.0,0.664924362444,0.496381145682,3.454,5,0.082,-7.414,0,0.351,290.714
7179,"SOKSSEC12AF72A3D89",36714,"The Sufferer & The Witness","ARZWK2R1187B98F09F",,"Chicago",,"Rise Against",0.0,214.88281,8,0.3,109.45,3,0.756,"Intro/Chamber The Cartridge",2006,606bf117-494f-4864-891f-09d63ff6aa4b,0.0,0.847081688244,0.625080480974,0.438,8,0.3,-4.504,1,0.442,208.086
7180,"SOGVORW12A8C13C6E5",165660,"Sandy Lam In Concert 2005 Live","AR0QS8F1187B9ADC96",,"",,"Sandy Lam",0.0,213.91628,4,0.119,98.991,4,0.399,"Wei Liang",0,280697d2-164d-4477-971d-06b91e57c6a5,0.0,0.498676830397,0.354168954829,0.0,4,0.119,-4.934,1,0.388,207.557
7181,"SOXMPLR12A8C134ED0",252256,"Chops: Dark: Music From and Inspired By The Original Motion Picture","ARGABPJ1187B99C6E3",,"",,"Chops",0.0,171.2322,1,0.432,181.747,1,0.867,"Give It To 'Em",0,f0406955-c20b-4922-8258-894d8065e8d8,0.0,0.487353037544,0.316818858882,1.007,1,0.432,-3.326,1,0.444,162.737
7182,"SODUMDU12AC468A22B",596539,"Hung Like A Donut","ARHOSMU1242078130D",,"",,"All Leather",0.0,249.5473,8,0.537,150.982,4,0.698,"We're Skrewed (Otto Von Schirach My Supernatural Motorcycle Gang Will Knife U Open Piss & Shit All Over Your Organic Starbucks =iPhone Bank Account Lifeless Lifestyle Remix)",0,b2cf285c-f0f4-446e-8191-ae1ca6ca7847,0.0,0.599529185825,0.379294935318,0.0,8,0.537,-5.282,1,0.455,243.879
7183,"SOKMICL12AC46894B9",777984,"Begin","AR47RVG1187B995CE7",30.2676,"Austin TX",-97.74298,"D:Fuse",0.0,352.93995,2,0.844,131.877,1,0.947,"Living The Dream",2004,f8830251-c5f9-44c5-aa40-de8bc2307f6d,0.0,0.537425311421,0.305734031084,0.0,2,0.844,-12.982,0,0.594,339.18
7184,"SOWSNEN12A8AE479B6",233969,"The Searchers - Original Film Soundtrack","ARJRF841187B9B7F9A",48.20254,"Vienna Austria",16.3688,"Max Steiner",0.0,94.27546,9,0.05,144.404,4,1.0,"Main Title / The Searchers",0,e466fb04-0175-4875-bb39-f50200b66805,0.0,0.471894875515,0.355491136025,1.134,9,0.05,-14.759,1,0.435,86.877
7185,"SOHYOKJ12AB018B902",658287,"Lightning Strikes Again","ARV8LAR1187FB3DE2A",,"Los Angeles CA",,"Dokken",0.0,242.85995,8,0.557,124.285,4,0.765,"Judgement Day",2008,09ade3bd-b110-4277-b923-7dc32e6a3f92,0.0,0.769896414959,0.45829318567,0.0,8,0.557,-4.938,1,0.528,238.794
7186,"SOBOCZJ12A8C13F619",260607,"Martriden","ARZWAHK119B8668273",48.55286,"Havre MT",-109.67097,"Martriden",0.0,355.94404,0,0.591,83.914,4,0.583,"Blank Eye Stare",2006,4a8930f6-14f2-4fba-9e39-feff135092fa,0.0,0.541122639292,0.319619375615,0.0,0,0.591,-4.701,0,0.484,338.35
7187,"SOKAGKK12A58A7FE14",423728,"Kino","ARIXB7T1187B9AB215",,"",,"Intars Busulis",0.0,208.16934,1,0.623,140.029,4,0.0,"8:00",0,37d131d3-1639-4ae3-b642-eb786a15f16a,0.0,0.408850474781,0.338992802604,0.171,1,0.623,-3.698,1,0.63,202.884
7188,"SONJMCI12AB018B16A",584871,"The Incident","ARYO9BU1187B9ADA88",,"",,"Porcupine Tree",0.0,454.16444,9,0.539,132.972,4,1.0,"Remember Me Lover (Album Version)",2009,169c4c28-858e-497b-81a4-8bc15e0026ea,0.0,0.830252261722,0.507965802159,5.799,9,0.539,-10.321,1,0.375,443.461
7189,"SOJTBGX12A6D4FBA6F",64817,"Tango Bitter Sweet","ARH0NCL1187B99B41A",,"",,"Quadro Nuevo",0.0,272.92689,8,0.426,105.069,1,0.686,"Swing Vagabond",2006,9f033b2f-3eb1-4f6e-90e2-ddfd694dbde8,0.0,0.530022310125,0.409244638616,0.0,8,0.426,-11.437,1,0.451,264.139
7190,"SONISVG12A8C13EB34",162755,"Long Road Out Of Eden","AR16GSC1187B9A6291",,"Los Angeles California",,"Eagles",0.0,427.36281,9,0.472,115.277,1,0.0,"Last Good Time In Town",2007,f46bd570-5768-462e-b84c-c7c993bbf47e,0.0,0.767020210404,0.629514800013,4.592,9,0.472,-6.991,0,0.328,423.985
7191,"SOZNZMJ12A8AE492E6",280528,"Intégrale Les Cactus","AR3QRJ91187B98E4C2",48.85692,"Paris France",2.34121,"Jacques Dutronc",0.0,128.33914,9,0.746,137.119,1,0.0,"Transes-Dimanche",1968,a65f4f19-9f4c-4a44-906f-87aa4ceee900,0.0,0.612953154239,0.454541929151,3.437,9,0.746,-8.573,1,0.53,122.346
7192,"SOATRKY12AB017FBC7",622234,"My So Called Knife","AR7KQQ91187B98ED7A",,"",,"Lollipop Lust Kill",0.0,211.90485,8,0.245,126.747,1,0.0,"No Answer (Outro)",2002,f88be1eb-e7ad-4ac7-88a0-8d28045cd1dd,0.0,0.575646718017,0.38407978444,0.357,8,0.245,-16.794,0,0.278,196.661
7193,"SOTVHNP12A8C1376BF",150319,"Belle Ville","ARE2XN81187B98BB83",,"",,"Alexis HK",0.0,167.28771,4,0.064,116.099,4,0.945,"Le Diable",0,eab89147-d970-49c4-82a3-eff4440a81e9,0.0,0.629399857238,0.345269234911,0.0,4,0.064,-9.885,0,0.217,162.244
7194,"SOFKJOV12A81C21C38",131790,"Megasoft Office 2007","ARKO0JR1187FB4945A",,"",,"Sao Paris",0.0,279.43138,7,0.575,129.903,4,0.956,"Jap",0,b951f395-433b-43e0-bc9b-bb4144fa0fbb,0.0,0.392946396173,0.216903870115,9.056,7,0.575,-11.554,1,0.648,267.738
7195,"SODDXCD12A8C1339AB",284637,"Made In Japan","AR3Q86S1187B9ADDCF",,"Lille Nord-Pas-de-Calais France",,"Deep Forest",0.0,397.76608,1,0.522,145.464,4,0.0,"Hunting",1992,67468e38-0c90-4318-b2d2-0c18b7b1e144,0.0,0.695421644696,0.455537721976,0.0,1,0.522,-9.314,1,0.485,397.766
7196,"SOGALHA12A6D4FD8C3",270862,"GNV FLA","ARG8DXO1187B9AF743",,"Gainesville FL",,"Less Than Jake",0.0,147.48689,9,0.581,120.697,4,0.454,"Antidote For The Underdog",2008,e54e065f-0ce6-4779-9a9a-afd7b997471f,0.0,0.843322339035,0.554564301721,0.0,9,0.581,-5.072,1,0.57,144.004
7197,"SOJBGIS12AB017E349",384874,"Cry Hard Luck: The RPM And Kent Recordings 1951-61","ARPOV8N1187FB4D78F",39.95227,"Philadelphia PA",-75.16237,"Jimmy Nelson",0.0,178.78159,3,0.147,106.964,3,0.987,"Little Miss Teasin' Brown",0,695155c5-0053-4f8a-91a6-ebbdb07b16a8,0.0,0.352042838269,0.197511108527,0.148,3,0.147,-9.625,0,0.237,173.848
7198,"SORPBRR12A8C13979C",295416,"The Routine","ARXR2N11187B99857E",34.18806,"Newbury Park CA",-118.94151,"Hotwire",0.0,200.33261,2,0.495,141.741,4,0.992,"Not Today",2003,dcf4b3fa-9c3e-46ff-a632-57892ffe058e,0.0,0.630346808697,0.363160202285,0.345,2,0.495,-4.522,1,0.472,187.699
7199,"SOFNXUH12A8C13F06B",609304,"Baladas Do Asfalto e Outros Blue Ao Vivo","ARVLIVA1187B991590",,"",,"Zeca Baleiro",0.0,246.49098,2,0.534,122.174,4,0.817,"Não Adianta",2006,a774549d-0bc6-470f-a055-c4b12dfd0085,0.0,0.610713219469,0.425126208212,0.0,2,0.534,-15.145,1,0.672,236.153
7200,"SOASBOZ12AB018DC23",581079,"Cover the Earth","AR00A6H1187FB5402A",42.73383,"Lansing MI",-84.59334,"The Meatmen",0.0,218.5922,2,0.27,149.034,5,0.343,"Slum Goddess (Originally Performed by The Fugs)",0,312c14d9-7897-4608-944a-c5b1c76ae682,0.0,0.514064276419,0.395627514317,2.403,2,0.27,-7.257,1,0.381,213.653
7201,"SOWFTVP12AB0189B74",464714,"Holiday From You","AREY1HI1187B98B395",,"",,"The Gufs",0.0,232.98567,4,0.546,166.057,4,0.683,"Last Goodbye",0,52a00c95-804c-40e7-9224-6cb13559c61e,0.0,0.530390915901,0.314500037101,0.345,4,0.546,-4.297,0,0.554,219.086
7202,"SOJAWYZ12A67ADE3EC",68544,"Waiting For The Sun [40th Anniversary Mixes]","ARUGU0E1187B9B30F6",34.05349,"Los Angeles California United States",-118.24532,"The Doors",0.0,272.45669,0,0.354,97.035,3,0.556,"Albinoni's Adagio In G Minor (LP Version)",0,9efff43b-3b29-4082-824e-bc82f646f93d,0.0,0.87682987775,0.584116573124,0.0,0,0.354,-13.473,0,0.389,247.896
7203,"SONWZEA12A6D4F9724",47201,"No Pressure","AROLNOH1187FB39845",,"",,"Erick Sermon",0.0,235.51955,4,0.12,97.544,4,1.0,"Stay Real",1993,7fdb6168-64a8-4b5a-9a6a-e39803e4aec1,0.0,0.577973752903,0.368336782246,0.081,4,0.12,-9.356,1,0.082,218.877
7204,"SOSOMWG12CF530D54E",80969,"Control","ART4QZC1187FB51612",,"Los Angeles &amp; New York",,"Janet Jackson",0.0,235.41506,8,0.31,116.195,4,0.944,"When I Think Of You",1986,6be2828f-6c0d-4059-99d4-fa18acf1a296,0.0,0.803836825978,0.582575339598,0.0,8,0.31,-11.761,0,0.443,228.635
7205,"SOISIPQ12AB018C2AE",770581,"Metanoia / Mundane","ARPZRFT12086C12690",,"",,"Rick Snel",0.0,465.99791,1,0.584,133.0,4,0.0,"Metanoia",0,49868c98-5f09-4c30-b81f-81febf41356f,0.0,0.393049715247,0.221883241187,0.0,1,0.584,-8.744,1,0.401,461.108
7206,"SOITORD12A6D4F79D3",22383,"The Roots Come Alive","AR8RXRI1187FB4104B",39.95227,"Philadelphia Pennsylvania U.S.",-75.16237,"The Roots",0.0,315.01016,10,0.0,74.162,3,0.639,"Essaywhuman?!!",0,a9667e1a-cc53-412e-ae6d-72e24b79cfa8,0.0,0.862795413749,0.600282490747,0.0,10,0.0,-3.05,0,0.071,315.01
7207,"SOMKTMJ12AB0189ACF",519747,"Humboldt Beginnings","AR82DJK1187B991107",34.05349,"Los Angeles CA",-118.24532,"The Pharcyde",0.0,138.50077,7,0.396,130.019,3,0.017,"Homegrown",2004,d7134426-a937-43bf-bc54-f10ad8102ed9,0.0,0.756063870843,0.491468881637,0.299,7,0.396,-9.628,0,0.415,138.501
7208,"SOBKGSR12AB0184A57",803175,"Based On A True Story","ARHL8SP1187B98F8A3",40.71455,"Virginia",-74.00712,"Sick Of It All",0.0,171.07546,10,0.217,113.198,1,0.109,"Death Or Jail",2010,e204ed91-3684-4561-b29b-d0b53f8459a7,0.0,0.69062625612,0.420801849507,0.107,10,0.217,-2.388,1,0.118,168.472
7209,"SODPOTV12AB0187285",588920,"Lounge Platinum Collection ? Selection 1","AR2WUJP1187B99364C",,"",,"Nicola Fasano feat. Paula B.",0.0,218.27873,9,0.636,126.282,4,0.48,"Missing",0,c408069a-4f28-4a2c-80d9-0606c315e76f,0.0,0.434900974766,0.372547570243,2.734,9,0.636,-9.462,0,0.749,206.948
7210,"SOFHNRX12AC3DF678C",776059,"The Manhattan Jazz Septette","ARNNPJM1187FB3DB37",35.62327,"Okmulgee OK",-95.97585,"Oscar Pettiford",0.0,151.92771,7,0.363,144.49,4,0.169,"Judy's Jaunt",0,28f6d494-d44b-4bd3-aed9-1d4909875ca1,0.0,0.415354125975,0.329394646806,0.286,7,0.363,-14.36,0,0.421,146.332
7211,"SOGOPDF12A8C1356A9",256775,"Raise The Dead","ARP7ILI1187B9AE9F7",,"",,"Phantom Planet",0.0,169.84771,4,0.505,179.51,4,0.764,"Leader (Album Version)",2008,766a2b45-441f-4096-af05-dbbca9518c9d,0.0,0.76400336855,0.5423950935,0.09,4,0.505,-4.373,0,0.409,166.83
7212,"SOMUWHH12AB0188A46",644805,"Autum","ARDMKKB1187B9A0EDA",31.1689,"Texas",-100.07715,"Très",0.0,430.0273,1,0.529,125.983,4,0.0,"Color of Seasons",0,523f1f53-93e7-47d1-8146-333092512da9,0.0,0.501801129725,0.291450207384,0.0,1,0.529,-10.868,0,0.494,412.177
7213,"SOJONVF12AB01866C3",637025,"Gift Grub 10","AROIHOI122988FEB8E",,"",,"Mario Rosenstock",0.0,195.70893,1,0.497,81.65,5,0.657,"The Best Of Radio Roy 1 (Best of 2009)",0,,0.0,0.334542783657,0.0490343808485,0.0,1,0.497,-9.279,1,0.458,192.279
7214,"SOZXZIL12AB0189931",559297,"Kevin Burke: Sweeney's Dream","AR8VZW31187B9B7217",,"",,"Kevin Burke",0.0,149.39383,9,0.166,214.424,3,0.644,"Brendan McGlinchey's Reel (Splendid Isolation) / Sweeney's Buttermilk (medley)",0,27f804b3-6925-4c8f-b24e-9e642da63c65,0.0,0.384828507381,0.311480677081,0.102,9,0.166,-17.604,1,0.191,144.231
7215,"SOUHJKU12AB017DF67",404997,"Pablo Honey (Collector's Edition)","ARH6W4X1187B99274F",,"Oxford UK",,"Radiohead",0.0,250.8273,2,1.0,122.428,4,0.763,"Stop Whispering (US Version)",1993,a74b1b7f-71a5-4011-9441-d0b5e4122711,0.0,0.899934952232,0.683658060202,0.293,2,1.0,-14.748,1,0.926,236.199
7216,"SOCVPCD12AB018E260",764939,"Skylines","ARN5MQ11187B98A12D",,"",,"Sean Quinn",0.0,217.52118,2,0.601,111.442,4,0.444,"Skyline",0,1c281608-9d08-402c-a1a3-7242ec3c8c85,0.0,0.291912441212,0.0,2.653,2,0.601,-11.743,1,0.709,205.125
7217,"SOGYLEI12AC4689F43",688694,"A City Called Heaven","ARK0VFZ1187FB4309B",,"DURHAM North Carolina",,"Shirley Caesar",0.0,314.30485,8,0.405,103.8,3,1.0,"Cornerstone",0,2bb81df0-e9e2-42ee-9708-d30b0c85d946,0.0,0.57930948808,0.370273518966,0.23,8,0.405,-5.74,1,0.568,310.66
7218,"SOHOXPI12A81C21566",200748,"True Soulful Love","ARLTX751187B9A1828",33.52029,"Birmingham AL",-86.8115,"Frederick Knight",0.0,198.81751,7,0.72,96.534,1,0.0,"I've Been Lonely (For So Long)",2000,6cf0b181-9c73-4e48-8527-e96bc5beb39b,0.0,0.422019321101,0.320971148859,0.349,7,0.72,-8.482,1,0.757,188.151
7219,"SOTFQLY12A8C13AD51",299678,"Duotones","AR9AWNF1187B9AB0B4",,"Seattle Washington USA",,"Kenny G",0.0,285.98812,4,0.222,84.825,4,0.874,"Don't Make Me Wait For Love",1986,4cd556a5-db82-43f6-8d55-99598b42da8f,0.0,0.751629597261,0.550212561917,3.199,4,0.222,-12.853,0,0.264,272.893
7220,"SOTCFPV12A8C13CE08",299890,"Best Of 85-95","ARDINVM1187B98A6C1",48.69173,"Longjumeau France",2.29005,"Marc Lavoine",0.0,224.39138,3,0.086,122.503,4,1.0,"C'est La Vie",1989,6a8dba8c-b52f-405a-8737-eca91d4d82fa,0.0,0.573527312613,0.3685067534,0.386,3,0.086,-10.322,1,0.341,210.042
7221,"SOXLPKH12A8C13E7FC",237387,"Monuments To Excess","ARCEAJY1187FB4DF61",,"",,"Fuel",0.0,159.42485,7,0.508,190.631,4,0.0,"The Name Is...",1995,f3a278e2-0b20-4f99-8acd-0931df3cbffd,0.0,0.770493962648,0.519953001014,0.208,7,0.508,-7.128,1,0.569,155.034
7222,"SOLNCHC12A6D4FA7AD",175484,"Secret Life","ARAH4TU1187FB51D28",38.62666,"New York City (Salem IL - originally)",-88.94561,"Bill Laswell",0.0,347.402,1,0.311,137.934,4,0.0,"Slow Murder",0,8b7a121c-5b50-4912-ab4c-e49a631a2db0,0.0,0.678008836779,0.404039733775,4.714,1,0.311,-16.297,1,0.213,339.377
7223,"SOLIZTL12A8C13A809",300641,"La Voz De Oro","ARJJ8I01187FB4CE98",37.76509,"Jaen",-3.79068,"Joselito",0.0,198.76526,2,0.642,98.096,1,0.579,"En Un Pueblito Español",0,f0b1b23e-cb08-49b4-8da4-5d8cb2c4005f,0.0,0.482805247647,0.293827445166,0.195,2,0.642,-5.767,1,0.674,190.723
7224,"SOPXTAX12A6D4F573B",37491,"DECEMBERUNDERGROUND","AR2FAMK1187FB4CF60",,"Ukiah CA",,"AFI",0.0,187.03628,1,0.387,170.046,4,0.794,"Summer Shudder",2006,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,0.0,0.909247283467,0.554938522475,2.554,1,0.387,-4.183,1,0.444,179.008
7225,"SOOLNAT12AB0185FE3",470993,"Capsules","AR573WK1187FB47167",37.77916,"san francisco",-122.42005,"The Balustrade Ensemble",0.0,226.76853,2,0.027,118.311,3,1.0,"Crushed Pears",2007,a73d2e6b-60b6-4ff2-9e17-15355ce2c5b9,0.0,0.495556565106,0.292648269784,0.0,2,0.027,-24.802,1,0.4,223.707
7226,"SOPGPJM12AB0186FFA",511379,"The Singles Collection","ARHLYXD11F50C4B49E",,"",,"Bruisers",0.0,103.75791,2,0.336,114.61,4,0.716,"Never Fall",0,,0.0,0.457533300221,0.415353710595,0.125,2,0.336,-10.352,1,0.537,95.869
7227,"SOALLVR12A8C138417",157067,"When The Village Was Green","ARGPFYP1187B98F5CB",39.75911,"Dayton OH",-84.19444,"The Highwaymen",0.0,260.91057,7,0.813,153.04,4,0.0,"Daughters & Sons",0,c685765c-b778-4ed6-9035-8f7088431765,0.0,0.683341035978,0.468246835885,0.46,7,0.813,-11.595,1,0.779,258.206
7228,"SOBWLUW12AC468F17D",598170,"Hit It Hard!","ARHMQHN1241B9C56C8",,"",,"Lil Mz. 313 featuring DJ Rashad",0.0,231.73179,10,0.477,160.084,4,0.0,"Suk The Blood",0,,0.0,0.44332791269,0.0,0.0,10,0.477,-7.432,0,0.257,222.047
7229,"SOVEBOC12CF530D548",300835,"Original Album Classics","ARB054P1187B9AD32E",,"San Francisco CA",,"Santana",0.0,342.83057,11,0.553,107.542,4,0.59,"Let It Shine",0,1bc6816a-d056-4113-9b0a-6c52e5c31a3c,0.0,0.818494213987,0.627765134777,0.403,11,0.553,-12.896,0,0.529,323.396
7230,"SOJMZOQ12AB017ECA5",548418,"Bright Nights * Dark Days","ARYCCQX122BCFCC4E4",,"Missouri",,"Cavo",0.0,207.0722,8,0.904,121.029,4,0.71,"Over Again (Album Version)",0,574f0e62-6e1c-4408-9adf-437f295922cf,0.0,0.662697963154,0.496767846466,0.084,8,0.904,-4.044,1,0.812,196.795
7231,"SOPLZYS12A8AE48DE6",278824,"Four Thousand_ Seven Hundred and Seventy seconds; A Shortcut to Teenage Fanclub","ARHPPJK1187B9AC897",,"Glasgow Scotland",,"Teenage Fanclub",0.0,266.89261,4,0.463,120.271,4,0.888,"The World'll Be OK",2003,e6f8912b-7df9-4aae-b551-2cd03dc29588,0.0,0.684894722924,0.511526435079,0.195,4,0.463,-8.198,0,0.509,259.164
7232,"SOIRBSI12A58A7A859",53746,"The Hits/The B-Sides 3","ARZQ7QA1187B9AD08B",,"Minneapolis MN",,"Prince",0.0,210.70322,4,0.11,119.956,4,0.973,"Escape ( LP Version)",0,070d193a-845c-479f-980e-bef15710653e,0.0,0.831928824933,0.594627866944,4.365,4,0.11,-9.754,1,0.491,203.314
7233,"SOSORMU12AAA15E6F2",615624,"Mexicano Hasta Las Pampas","AR87ZMN1187B99689C",,"",,"Diego Verdaguer",0.0,171.04934,6,0.381,120.03,4,0.779,"Todos mentimos",0,23dbe738-cc98-4a4d-8236-bdf574bf0911,0.0,0.472943181908,0.375679999604,0.183,6,0.381,-8.368,0,0.421,167.828
7234,"SOYDTFR12AB017CADA",384306,"Raphael 50 Años Despues","AREJXK41187B9A4ACC",46.71067,"France",1.71819,"Raphael",0.0,198.86975,7,0.714,120.101,4,0.865,"Cantares",0,c43bb0d6-94d7-410f-80fb-e5a243b18d23,0.0,0.557460219739,0.386151631413,1.065,7,0.714,-6.862,1,0.699,192.859
7235,"SOHLICT12A8C13C8C7",258482,"I'm The Fat Man","AR5NDDL1187B9A4EDB",,"",,"Big John Greer",0.0,145.73669,7,0.715,159.939,1,0.0,"Bottle It Up And Go",1992,683aed33-85a4-48a0-a48d-17c8fa48cffd,0.0,0.362997346826,0.291688059789,0.189,7,0.715,-7.265,1,0.592,143.203
7236,"SOXLNHY12AC4688B63",685888,"Reni 2003","ARO89GU1187B98ADA2",53.4796,"Manchester England",-2.24881,"Reni",0.0,191.52934,5,0.277,130.027,4,0.479,"Nema Dana Ni Meseca",0,3cc5d43f-4d2d-4eb5-9d60-52a1ab60715d,0.0,0.510192176585,0.324097702984,0.531,5,0.277,-2.785,0,0.382,188.134
7237,"SOITKDW12A8C13BA44",304402,"Greatest Hits","ARH0Z131187B9B69E9",40.8079,"Harlem New York NY",-73.9454,"Kool Moe Dee",0.0,281.33832,6,0.802,83.856,3,1.0,"I Go To Work",1989,94ff7d3c-27e1-4628-9b81-477f911295cd,0.0,0.545866608602,0.375362434357,0.0,6,0.802,-8.762,1,0.655,274.466
7238,"SOMEKAE12AB0181461",341842,"Lord Is My Saviour","ARBPRTL11F4C83CB05",,"",,"Oak Ridge Boys",0.0,125.83138,0,0.974,105.044,1,0.0,"My Saviour Is Lord",0,,0.0,0.546361173112,0.402835786586,0.0,0,0.974,-12.135,1,0.868,119.641
7239,"SOBSEXG12AB0180DD4",536869,"Shakin' The House Live","ARX4D1E1187B9A9C4D",40.21787,"Trenton NJ",-74.7594,"Carman featuring Commissioned & The Christ Church Choir",0.0,326.26893,7,0.0,135.507,4,0.683,"Let The Church Rise",0,d7224e34-b61f-41fe-9901-d84edffab4b9,0.0,0.639723586111,0.361918804068,0.0,7,0.0,-9.464,1,0.655,326.269
7240,"SOHMZNL12A58A8001A",319809,"OverTime","AR0BV7E1187FB386C1",,"Hollywood CA",,"Lee Ritenour",0.0,274.72934,0,0.681,164.594,4,0.892,"Is It You?",1979,0c361ea5-98c6-4947-900b-201833f2dd84,0.0,0.632008012811,0.14468466091,0.322,0,0.681,-9.727,0,0.667,263.216
7241,"SOXODEF12A8C13B056",297058,"Cuando La Sangre Galopa","ARXRK5A1187FB3EAC6",,"",,"Jaguares",0.0,302.8371,9,0.659,119.09,4,0.877,"El Momento",2001,ea1d54f4-45ea-413d-aef9-c2174ddf8654,0.0,0.668204960627,0.494381209086,6.037,9,0.659,-9.795,0,0.619,283.098
7242,"SOQYWPI12AB017DA10",484765,"We Are The Same","ARUHYH21187B98BA89",44.23153,"Kingston Ontario Canada",-76.47933,"The Tragically Hip",0.0,318.87628,9,0.482,122.926,4,1.0,"Country Day",2009,e86ab653-bec8-46f3-b4b6-a1a866919ef6,0.0,0.75829970381,0.493629437812,0.09,9,0.482,-5.48,1,0.531,295.184
7243,"SOLKCPC12AB018297F",328332,"Sammi I Concert 99","ARG1UAO1187FB55E50",,"",,"Sammi Cheng",0.0,294.47791,10,0.609,119.101,4,0.931,"Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye",0,5f3c4fe0-fc71-4455-99e6-abd0e8c4462e,0.0,0.490611414182,0.391574164116,0.0,10,0.609,-5.597,1,0.546,289.28
7244,"SOEIYJP12A8C143639",615137,"Waitress In A Donut Shop","ARGJ0911187FB4613F",40.71455,"New York NY",-74.00712,"Maria Muldaur",0.0,181.73342,11,0.015,137.272,1,0.0,"It Ain't The Meat It's The Motion (LP Version)",0,3aeb9e89-4fc3-46f4-a5a8-cf6c1b7e66a0,0.0,0.58695062173,0.43205407899,0.0,11,0.015,-10.034,1,0.22,175.404
7245,"SOEFQLO12A8C1362CE",291038,"Les Fiances D'Auvergne","ARQ4OZM1187B991229",,"",,"Jean Segurel",0.0,172.12036,7,0.697,135.561,4,0.176,"Viens Danser Jeannette",0,68ecbc62-19c6-49f7-80ec-d521caced0a1,0.0,0.330992397715,0.157267430413,2.403,7,0.697,-11.373,1,0.592,166.719
7246,"SOJZZVE12A58A7999D",46067,"House Full Of No Trust","ARPVFV91187B98BB94",,"",,"Cinder",0.0,167.26159,11,0.786,120.122,4,1.0,"Mirror (Album)",2006,95927574-d2b9-4756-b7d6-09b3c248c311,0.0,0.553194233521,0.359807225003,0.16,11,0.786,-4.634,0,0.7,157.304
7247,"SOLPWYZ12A8C1335B0",287133,"¿Qué Pasa?: The Best Of The Fania All-Stars","ARIWQYF11F4C8427FF",,"",,"Fania All Stars",0.0,290.08934,8,0.758,153.316,4,0.334,"Donde",0,,0.0,0.535655940946,0.366006985212,0.0,8,0.758,-7.136,1,0.655,283.667
7248,"SOAVMSM12AB017CC5C",493663,"Zabuca","AR3GE071187B9A6D71",43.64856,"Toronto",-79.38533,"Johannes Linstead",0.0,294.66077,0,0.614,115.049,4,0.745,"Guayabera",2003,b5af6fff-b2ca-4c0d-bbdb-007bd10c8f66,0.0,0.579614559691,0.418418096509,0.218,0,0.614,-7.409,0,0.605,288.938
7249,"SOYFZYP12A8C1367D5",262387,"The Lord Is A Wonder","ARF3PG41187FB4B0B4",,"",,"Dorothy Norwood",0.0,339.1473,0,0.015,99.113,4,1.0,"Packing Up",0,387ed135-0389-4dbb-88cf-52ba1d780a4d,0.0,0.41828251398,0.320345628833,0.293,0,0.015,-6.821,1,0.195,329.857
7250,"SOWBVJL12A8AE4720C",185858,"Riddim Driven: Sunlight","ARTWPGO1187FB52DC3",,"Kingston Jamaica",,"Elephant Man",0.0,155.97669,3,0.0,125.329,5,1.0,"Bruk Out and Wine",0,cd5f7bd9-ee6f-4a99-8dd9-dc3afd9da736,0.0,0.747815369314,0.45918919468,0.142,3,0.0,-8.48,1,0.0,153.71
7251,"SOMSXGC12A6D4F962D",57315,"Love Lessons","AR3AY3R1187FB52CF0",,"Vidor TX",,"Tracy Byrd",0.0,182.33424,11,0.679,168.849,4,0.593,"Walkin' In",0,1edead6d-6c01-4ad4-9cce-c334bf7edf23,0.0,0.692973745052,0.422507450826,0.38,11,0.679,-9.068,1,0.868,167.457
